yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
187101,4.44,0.26,0.4,,,,,,,,,,,,,,
187102,4.5,0.26,0.4,,,,,,,0.004967,,,,,,,
187103,4.61,0.26,0.4,,,,,,,0.004525,,,,,,,
187104,4.74,0.26,0.4,,,,,,,0.004252,,,,,,,
187105,4.86,0.26,0.4,,,,,,,0.004643,,,,,,,
187106,4.82,0.26,0.4,,,,,,,0.003698,,,,,,,
187107,4.73,0.26,0.4,,,,,,,0.003373,,,,,,,
187108,4.79,0.26,0.4,,,,,,,0.003255,,,,,,,
187109,4.84,0.26,0.4,,,,,,,0.003713,,,,,,,
187110,4.59,0.26,0.4,,,,,,,0.004554,,,,,,,
187111,4.64,0.26,0.4,,,,,,,0.007041,,,,,,,
187112,4.74,0.26,0.4,,,,,,,0.006488,,,,,,,
187201,4.86,0.2633,0.4025,,,,,,,0.006975,,,,,,,
187202,4.88,0.2667,0.405,,,,,,,0.005764,,,,,,,
187203,5.04,0.27,0.4075,,,,,,,0.005218,,,,,,,
187204,5.18,0.2733,0.41,,,,,,,0.006001,,,,,,,
187205,5.18,0.2767,0.4125,,,,,,,0.00603,,,,,,,
187206,5.13,0.28,0.415,,,,,,,0.004953,,,,,,,
187207,5.1,0.2833,0.4175,,,,,,,0.004067,,,,,,,
187208,5.04,0.2867,0.42,,,,,,,0.004399,,,,,,,
187209,4.95,0.29,0.4225,,,,,,,0.005218,,,,,,,
187210,4.97,0.2933,0.425,,,,,,,0.007019,,,,,,,
187211,4.95,0.2967,0.4275,,,,,,,0.007609,,,,,,,
187212,5.07,0.3,0.43,,,,,,,0.008214,,,,,,,
187301,5.11,0.3025,0.4325,,,,,,,0.007631,,,,,,,
187302,5.15,0.305,0.435,,,,,,,0.006488,,,,,,,
187303,5.11,0.3075,0.4375,,,,,,,0.006561,,,,,,,
187304,5.04,0.31,0.44,,,,,,,0.007107,,,,,,,
187305,5.05,0.3125,0.4425,,,,,,,0.008052,,,,,,,
187306,4.98,0.315,0.445,,,,,,,0.005632,,,,,,,
187307,4.97,0.3175,0.4475,,,,,,,0.00468,,,,,,,
187308,4.97,0.32,0.45,,,,,,,0.004392,,,,,,,
187309,4.59,0.3225,0.4525,,,,,,,0.004849,,,,,,,
187310,4.19,0.325,0.455,,,,,,,0.010177,,,,,,,
187311,4.04,0.3275,0.4575,,,,,,,0.011815,,,,,,,
187312,4.42,0.33,0.46,,,,,,,0.01034,,,,,,,
187401,4.66,0.33,0.46,,,,,,,0.006871,,,,,,,
187402,4.8,0.33,0.46,,,,,,,0.00513,,,,,,,
187403,4.73,0.33,0.46,,,,,,,0.004067,,,,,,,
187404,4.6,0.33,0.46,,,,,,,0.00417,,,,,,,
187405,4.48,0.33,0.46,,,,,,,0.004252,,,,,,,
187406,4.46,0.33,0.46,,,,,,,0.003816,,,,,,,
187407,4.46,0.33,0.46,,,,,,,0.003742,,,,,,,
187408,4.47,0.33,0.46,,,,,,,0.003779,,,,,,,
187409,4.54,0.33,0.46,,,,,,,0.003654,,,,,,,
187410,4.53,0.33,0.46,,,,,,,0.004252,,,,,,,
187411,4.57,0.33,0.46,,,,,,,0.003927,,,,,,,
187412,4.54,0.33,0.46,,,,,,,0.003787,,,,,,,
187501,4.54,0.3275,0.4517,,,,,,,0.004067,,,,,,,
187502,4.53,0.325,0.4433,,,,,,,0.003514,,,,,,,
187503,4.59,0.3225,0.435,,,,,,,0.003469,,,,,,,
187504,4.65,0.32,0.4267,,,,,,,0.003993,,,,,,,
187505,4.47,0.3175,0.4183,,,,,,,0.003654,,,,,,,
187506,4.38,0.315,0.41,,,,,,,0.003005,,,,,,,
187507,4.39,0.3125,0.4017,,,,,,,0.002997,,,,,,,
187508,4.41,0.31,0.3933,,,,,,,0.00282,,,,,,,
187509,4.37,0.3075,0.385,,,,,,,0.003285,,,,,,,
187510,4.3,0.305,0.3767,,,,,,,0.003986,,,,,,,
187511,4.37,0.3025,0.3683,,,,,,,0.004296,,,,,,,
187512,4.37,0.3,0.36,,,,,,,0.004355,,,,,,,
187601,4.46,0.3,0.3533,,,,,,,0.004517,,,,,,,
187602,4.52,0.3,0.3467,,,,,,,0.004392,,,,,,,
187603,4.51,0.3,0.34,,,,,,,0.003573,,,,,,,
187604,4.34,0.3,0.3333,,,,,,,0.003617,,,,,,,
187605,4.18,0.3,0.3267,,,,,,,0.003698,,,,,,,
187606,4.15,0.3,0.32,,,,,,,0.003366,,,,,,,
187607,4.1,0.3,0.3133,,,,,,,0.003145,,,,,,,
187608,3.93,0.3,0.3067,,,,,,,0.002451,,,,,,,
187609,3.69,0.3,0.3,,,,,,,0.002296,,,,,,,
187610,3.67,0.3,0.2933,,,,,,,0.003145,,,,,,,
187611,3.6,0.3,0.2867,,,,,,,0.003824,,,,,,,
187612,3.58,0.3,0.28,,,,,,,0.003654,,,,,,,
187701,3.55,0.2908,0.2817,,,,,,,0.003979,,,,,,,
187702,3.34,0.2817,0.2833,,,,,,,0.003735,,,,,,,
187703,3.17,0.2725,0.285,,,,,,,0.00296,,,,,,,
187704,2.94,0.2633,0.2867,,,,,,,0.002916,,,,,,,
187705,2.94,0.2542,0.2883,,,,,,,0.002872,,,,,,,
187706,2.73,0.245,0.29,,,,,,,0.002591,,,,,,,
187707,2.85,0.2358,0.2917,,,,,,,0.002636,,,,,,,
187708,3.05,0.2267,0.2933,,,,,,,0.002695,,,,,,,
187709,3.24,0.2175,0.295,,,,,,,0.003801,,,,,,,
187710,3.31,0.2083,0.2967,,,,,,,0.004348,,,,,,,
187711,3.26,0.1992,0.2983,,,,,,,0.00499,,,,,,,
187712,3.25,0.19,0.3,,,,,,,0.004207,,,,,,,
187801,3.25,0.1892,0.3008,,,,,,,0.003787,,,,,,,
187802,3.18,0.1883,0.3017,,,,,,,0.003956,,,,,,,
187803,3.24,0.1875,0.3025,,,,,,,0.003558,,,,,,,
187804,3.33,0.1867,0.3033,,,,,,,0.003418,,,,,,,
187805,3.34,0.1858,0.3042,,,,,,,0.003595,,,,,,,
187806,3.41,0.185,0.305,,,,,,,0.002982,,,,,,,
187807,3.48,0.1842,0.3058,,,,,,,0.002451,,,,,,,
187808,3.45,0.1833,0.3067,,,,,,,0.002296,,,,,,,
187809,3.52,0.1825,0.3075,,,,,,,0.002451,,,,,,,
187810,3.48,0.1817,0.3083,,,,,,,0.003049,,,,,,,
187811,3.47,0.1808,0.3092,,,,,,,0.003661,,,,,,,
187812,3.45,0.18,0.31,,,,,,,0.003418,,,,,,,
187901,3.58,0.1817,0.3158,,,,,,,0.003373,,,,,,,
187902,3.71,0.1833,0.3217,,,,,,,0.002835,,,,,,,
187903,3.65,0.185,0.3275,,,,,,,0.002451,,,,,,,
187904,3.77,0.1867,0.3333,,,,,,,0.003373,,,,,,,
187905,3.94,0.1883,0.3392,,,,,,,0.003661,,,,,,,
187906,3.96,0.19,0.345,,,,,,,0.002916,,,,,,,
187907,4.04,0.1917,0.3508,,,,,,,0.002776,,,,,,,
187908,4.07,0.1933,0.3567,,,,,,,0.002517,,,,,,,
187909,4.22,0.195,0.3625,,,,,,,0.003742,,,,,,,
187910,4.68,0.1967,0.3683,,,,,,,0.003905,,,,,,,
187911,4.93,0.1983,0.3742,,,,,,,0.004023,,,,,,,
187912,4.92,0.2,0.38,,,,,,,0.004252,,,,,,,
188001,5.11,0.205,0.3892,,,,,,,0.00403,,,,,,,
188002,5.2,0.21,0.3983,,,,,,,0.00361,,,,,,,
188003,5.3,0.215,0.4075,,,,,,,0.003558,,,,,,,
188004,5.18,0.22,0.4167,,,,,,,0.003698,,,,,,,
188005,4.77,0.225,0.4258,,,,,,,0.003698,,,,,,,
188006,4.79,0.23,0.435,,,,,,,0.003469,,,,,,,
188007,5.01,0.235,0.4442,,,,,,,0.002997,,,,,,,
188008,5.19,0.24,0.4533,,,,,,,0.002916,,,,,,,
188009,5.18,0.245,0.4625,,,,,,,0.003351,,,,,,,
188010,5.33,0.25,0.4717,,,,,,,0.003514,,,,,,,
188011,5.61,0.255,0.4808,,,,,,,0.003418,,,,,,,
188012,5.84,0.26,0.49,,,,,,,0.003654,,,,,,,
188101,6.19,0.265,0.4858,,,,,,,0.004067,,,,,,,
188102,6.17,0.27,0.4817,,,,,,,0.003514,,,,,,,
188103,6.24,0.275,0.4775,,,,,,,0.00361,,,,,,,
188104,6.22,0.28,0.4733,,,,,,,0.003735,,,,,,,
188105,6.5,0.285,0.4692,,,,,,,0.003469,,,,,,,
188106,6.58,0.29,0.465,,,,,,,0.002636,,,,,,,
188107,6.35,0.295,0.4608,,,,,,,0.002222,,,,,,,
188108,6.2,0.3,0.4567,,,,,,,0.002591,,,,,,,
188109,6.25,0.305,0.4525,,,,,,,0.003292,,,,,,,
188110,6.15,0.31,0.4483,,,,,,,0.003838,,,,,,,
188111,6.19,0.315,0.4442,,,,,,,0.004252,,,,,,,
188112,6.01,0.32,0.44,,,,,,,0.004289,,,,,,,
188201,5.92,0.32,0.4392,,,,,,,0.004252,,,,,,,
188202,5.79,0.32,0.4383,,,,,,,0.003698,,,,,,,
188203,5.78,0.32,0.4375,,,,,,,0.003676,,,,,,,
188204,5.78,0.32,0.4367,,,,,,,0.003801,,,,,,,
188205,5.71,0.32,0.4358,,,,,,,0.003373,,,,,,,
188206,5.68,0.32,0.435,,,,,,,0.003219,,,,,,,
188207,6.0,0.32,0.4342,,,,,,,0.003418,,,,,,,
188208,6.18,0.32,0.4333,,,,,,,0.003049,,,,,,,
188209,6.24,0.32,0.4325,,,,,,,0.003809,,,,,,,
188210,6.07,0.32,0.4317,,,,,,,0.004621,,,,,,,
188211,5.81,0.32,0.4308,,,,,,,0.004562,,,,,,,
188212,5.84,0.32,0.43,,,,,,,0.004436,,,,,,,
188301,5.81,0.3208,0.4275,,,,,,,0.003979,,,,,,,
188302,5.68,0.3217,0.425,,,,,,,0.003698,,,,,,,
188303,5.75,0.3225,0.4225,,,,,,,0.00361,,,,,,,
188304,5.87,0.3233,0.42,,,,,,,0.004348,,,,,,,
188305,5.77,0.3242,0.4175,,,,,,,0.003927,,,,,,,
188306,5.82,0.325,0.415,,,,,,,0.003587,,,,,,,
188307,5.73,0.3258,0.4125,,,,,,,0.003698,,,,,,,
188308,5.47,0.3267,0.41,,,,,,,0.003167,,,,,,,
188309,5.53,0.3275,0.4075,,,,,,,0.003779,,,,,,,
188310,5.38,0.3283,0.405,,,,,,,0.004067,,,,,,,
188311,5.46,0.3292,0.4025,,,,,,,0.004067,,,,,,,
188312,5.34,0.33,0.4,,,,,,,0.003838,,,,,,,
188401,5.18,0.3283,0.3925,,,,,,,0.003698,,,,,,,
188402,5.32,0.3267,0.385,,,,,,,0.003248,,,,,,,
188403,5.3,0.325,0.3775,,,,,,,0.003145,,,,,,,
188404,5.06,0.3233,0.37,,,,,,,0.003049,,,,,,,
188405,4.65,0.3217,0.3625,,,,,,,0.003123,,,,,,,
188406,4.46,0.32,0.355,,,,,,,0.003373,,,,,,,
188407,4.46,0.3183,0.3475,,,,,,,0.003883,,,,,,,
188408,4.74,0.3167,0.34,,,,,,,0.00403,,,,,,,
188409,4.59,0.315,0.3325,,,,,,,0.003698,,,,,,,
188410,4.44,0.3133,0.325,,,,,,,0.003698,,,,,,,
188411,4.35,0.3117,0.3175,,,,,,,0.003698,,,,,,,
188412,4.34,0.31,0.31,,,,,,,0.003469,,,,,,,
188501,4.24,0.3042,0.3067,,,,,,,0.003329,,,,,,,
188502,4.37,0.2983,0.3033,,,,,,,0.0031,,,,0.0015390211,,,
188503,4.38,0.2925,0.3,,,,,,,0.00296,,,,0.0015445583,,,
188504,4.37,0.2867,0.2967,,,,,,,0.002938,,,,0.0017984027,,,
188505,4.32,0.2808,0.2933,,,,,,,0.002569,,,,0.0018053802,,,
188506,4.3,0.275,0.29,,,,,,,0.002355,,,,0.0010968395,,,
188507,4.46,0.2692,0.2867,,,,,,,0.002259,,,,0.0029360528,,,
188508,4.71,0.2633,0.2833,,,,,,,0.002222,,,,0.0024502347,,,
188509,4.65,0.2575,0.28,,,,,,,0.002355,,,,0.0017322996,,,
188510,4.92,0.2517,0.2767,,,,,,,0.002407,,,,0.0029958516,,,
188511,5.24,0.2458,0.2733,,,,,,,0.002591,,,,0.0028138303,,,
188512,5.2,0.24,0.27,,,,,,,0.002916,,,,0.0030264326,,,
188601,5.2,0.2383,0.275,,,,,,,0.00296,,,,0.0017293802,,,
188602,5.3,0.2367,0.28,,,,,,,0.00282,,,,0.0015474234,,,
188603,5.19,0.235,0.285,,,,,,,0.002517,,,,0.001832107,,,
188604,5.12,0.2333,0.29,,,,,,,0.002495,,,,0.0012226229,,,
188605,5.02,0.2317,0.295,,,,,,,0.002776,,,,0.0019091118,,,
188606,5.25,0.23,0.3,,,,,,,0.002636,,,,0.0012828002,,,
188607,5.33,0.2283,0.305,,,,,,,0.002481,,,,0.0010352907,,,
188608,5.37,0.2267,0.31,,,,,,,0.002547,,,,0.0009496314,,,
188609,5.51,0.225,0.315,,,,,,,0.003469,,,,0.0008519433,,,
188610,5.65,0.2233,0.32,,,,,,,0.003927,,,,0.0008899615,,,
188611,5.79,0.2217,0.325,,,,,,,0.004111,,,,0.0003930134,,,
188612,5.64,0.22,0.33,,,,,,,0.004008,,,,0.0028153164,,,
188701,5.58,0.2225,0.3325,,,,,,,0.004045,,,,0.0018256316,,,
188702,5.54,0.225,0.335,,,,,,,0.003698,,,,0.002042408,,,
188703,5.67,0.2275,0.3375,,,,,,,0.003189,,,,0.0006220686,,,
188704,5.8,0.23,0.34,,,,,,,0.003587,,,,0.0003531394,,,
188705,5.9,0.2325,0.3425,,,,,,,0.00361,,,,0.0003857557,,,
188706,5.73,0.235,0.345,,,,,,,0.003484,,,,0.0014579603,,,
188707,5.59,0.2375,0.3475,,,,,,,0.003425,,,,0.0017047236,,,
188708,5.45,0.24,0.35,,,,,,,0.004207,,,,0.0023355685,,,
188709,5.38,0.2425,0.3525,,,,,,,0.004325,,,,0.0019951612,,,
188710,5.2,0.245,0.355,,,,,,,0.004761,,,,0.002955246,,,
188711,5.3,0.2475,0.3575,,,,,,,0.004348,,,,0.0016079858,,,
188712,5.27,0.25,0.36,,,,,,,0.003883,,,,0.001012811,,,
188801,5.31,0.2483,0.3517,,,,,,,0.004067,,,,0.0005819192,,,
188802,5.28,0.2467,0.3433,,,,,,,0.003772,,,,0.0004439174,,,
188803,5.08,0.245,0.335,,,,,,,0.003219,,,,0.0013294999,,,
188804,5.1,0.2433,0.3267,,,,,,,0.003492,,,,0.0014588103,,,
188805,5.17,0.2417,0.3183,,,,,,,0.003624,,,,0.0010815978,,,
188806,5.01,0.24,0.31,,,,,,,0.003196,,,,0.000769769,,,
188807,5.14,0.2383,0.3017,,,,,,,0.002776,,,,0.0019251105,,,
188808,5.25,0.2367,0.2933,,,,,,,0.00265,,,,0.0008984656,,,
188809,5.38,0.235,0.285,,,,,,,0.002857,,,,0.0012635538,,,
188810,5.35,0.2333,0.2767,,,,,,,0.003536,,,,0.0007084946,,,
188811,5.24,0.2317,0.2683,,,,,,,0.003381,,,,0.0009363229,,,
188812,5.14,0.23,0.26,,,,,,,0.003145,,,,0.0014531409,,,
188901,5.24,0.2292,0.2633,,,,,,,0.003307,,,,0.0004682999,,,
188902,5.3,0.2283,0.2667,,,,,,,0.003071,,,,0.0003978916,,,
188903,5.19,0.2275,0.27,,,,,,,0.002776,,,,0.000832849,,,
188904,5.18,0.2267,0.2733,,,,,,,0.00296,,,,0.0004265515,,,
188905,5.32,0.2258,0.2767,,,,,,,0.002805,,,,0.0003564911,,,
188906,5.41,0.225,0.28,,,,,,,0.002481,,,,0.0002467207,,,
188907,5.3,0.2242,0.2833,,,,,,,0.002503,,,,0.0007961597,,,
188908,5.37,0.2233,0.2867,,,,,,,0.002886,,,,0.0005355929,,,
188909,5.5,0.2225,0.29,,,,,,,0.003447,,,,0.000437114,,,
188910,5.4,0.2217,0.2933,,,,,,,0.003536,,,,0.0008217409,,,
188911,5.35,0.2208,0.2967,,,,,,,0.004067,,,,0.0008281586,,,
188912,5.32,0.22,0.3,,,,,,,0.004067,,,,0.0007264676,,,
189001,5.38,0.22,0.2992,,,,,,,0.004134,,,,0.0003125311,,,
189002,5.32,0.22,0.2983,,,,,,,0.003587,,,,0.0002374072,,,
189003,5.28,0.22,0.2975,,,,,,,0.003351,,,,0.0002728577,,,
189004,5.39,0.22,0.2967,,,,,,,0.003698,,,,0.0004125476,,,
189005,5.62,0.22,0.2958,,,,,,,0.00341,,,,0.000748202,,,
189006,5.58,0.22,0.295,,,,,,,0.003373,,,,0.0008752802,,,
189007,5.54,0.22,0.2942,,,,,,,0.003329,,,,0.0004360968,,,
189008,5.41,0.22,0.2933,,,,,,,0.003366,,,,0.001959199,,,
189009,5.32,0.22,0.2925,,,,,,,0.003765,,,,0.00102159,,,
189010,5.08,0.22,0.2917,,,,,,,0.003883,,,,0.0018990477,,,
189011,4.71,0.22,0.2908,,,,,,,0.003993,,,,0.0085015896,,,
189012,4.6,0.22,0.29,,,,,,,0.004621,,,,0.0059447098,,,
189101,4.84,0.22,0.2942,,,,,,,0.005049,,,,0.001695691,,,
189102,4.9,0.22,0.2983,,,,,,,0.003942,,,,0.0008054942,,,
189103,4.81,0.22,0.3025,,,,,,,0.003329,,,,0.0010066135,,,
189104,4.97,0.22,0.3067,,,,,,,0.003514,,,,0.0013569389,,,
189105,4.95,0.22,0.3108,,,,,,,0.003388,,,,0.0019748726,,,
189106,4.85,0.22,0.315,,,,,,,0.00361,,,,0.0009915706,,,
189107,4.77,0.22,0.3192,,,,,,,0.003698,,,,0.000784977,,,
189108,4.93,0.22,0.3233,,,,,,,0.003772,,,,0.0017710528,,,
189109,5.33,0.22,0.3275,,,,,,,0.003883,,,,0.0021104053,,,
189110,5.33,0.22,0.3317,,,,,,,0.003905,,,,0.0016616208,,,
189111,5.25,0.22,0.3358,,,,,,,0.003757,,,,0.0014091129,,,
189112,5.41,0.22,0.34,,,,,,,0.003373,,,,0.0005551822,,,
189201,5.51,0.2217,0.3425,,,,,,,0.003204,,,,0.0015107813,,,
189202,5.52,0.2233,0.345,,,,,,,0.002709,,,,0.0013500144,,,
189203,5.58,0.225,0.3475,,,,,,,0.002363,,,,0.0010302216,,,
189204,5.57,0.2267,0.35,,,,,,,0.002577,,,,0.0007060077,,,
189205,5.57,0.2283,0.3525,,,,,,,0.0022,,,,0.0007100526,,,
189206,5.54,0.23,0.355,,,,,,,0.001971,,,,0.0007011437,,,
189207,5.54,0.2317,0.3575,,,,,,,0.001816,,,,0.0008278846,,,
189208,5.62,0.2333,0.36,,,,,,,0.0022,,,,0.0009315347,,,
189209,5.48,0.235,0.3625,,,,,,,0.002562,,,,0.001023799,,,
189210,5.59,0.2367,0.365,,,,,,,0.003115,,,,0.0003598215,,,
189211,5.57,0.2383,0.3675,,,,,,,0.003447,,,,0.0007783808,,,
189212,5.51,0.24,0.37,,,,,,,0.003433,,,,0.0009565178,,,
189301,5.61,0.2408,0.3608,,,,,,,0.003698,,,,0.0009023187,,,
189302,5.51,0.2417,0.3517,,,,,,,0.003403,,,,0.0017157776,,,
189303,5.31,0.2425,0.3425,,,,,,,0.003307,,,,0.0012405729,,,
189304,5.31,0.2433,0.3333,,,,,,,0.004657,,,,0.0016310348,,,
189305,4.84,0.2442,0.3242,,,,,,,0.003883,,,,0.0060655018,,,
189306,4.61,0.245,0.315,,,,,,,0.004576,,,,0.0029707873,,,
189307,4.18,0.2458,0.3058,,,,,,,0.00589,,,,0.0174387166,,,
189308,4.08,0.2467,0.2967,,,,,,,0.007668,,,,0.0096775586,,,
189309,4.37,0.2475,0.2875,,,,,,,0.007462,,,,0.004453038,,,
189310,4.5,0.2483,0.2783,,,,,,,0.00575,,,,0.0045942154,,,
189311,4.57,0.2492,0.2692,,,,,,,0.004001,,,,0.0022244477,,,
189312,4.41,0.25,0.26,,,,,,,0.002872,,,,0.0016704211,,,
189401,4.32,0.2467,0.2517,,,,,,,0.00234,,,,0.0030611546,,,
189402,4.38,0.2433,0.2433,,,,,,,0.002208,,,,0.0004687629,,,
189403,4.51,0.24,0.235,,,,,,,0.002075,,,,0.0011852547,,,
189404,4.57,0.2367,0.2267,,,,,,,0.001875,,,,0.0007072682,,,
189405,4.4,0.2333,0.2183,,,,,,,0.001927,,,,0.0016138179,,,
189406,4.34,0.23,0.21,,,,,,,0.001802,,,,0.0010679602,,,
189407,4.25,0.2267,0.2017,,,,,,,0.001787,,,,0.0006023604,,,
189408,4.41,0.2233,0.1933,,,,,,,0.001853,,,,0.0024540504,,,
189409,4.48,0.22,0.185,,,,,,,0.001905,,,,0.0011129513,,,
189410,4.34,0.2167,0.1767,,,,,,,0.00206,,,,0.0012013283,,,
189411,4.34,0.2133,0.1683,,,,,,,0.001676,,,,0.0019034743,,,
189412,4.3,0.21,0.16,,,,,,,0.001698,,,,0.0013603551,,,
189501,4.25,0.2083,0.1675,,,,,,,0.001765,,,,0.0009261424,,,
189502,4.19,0.2067,0.175,,,,,,,0.001927,,,,0.0008998998,,,
189503,4.19,0.205,0.1825,,,,,,,0.002311,,,,0.0016711344,,,
189504,4.37,0.2033,0.19,,,,,,,0.002525,,,,0.0008847499,,,
189505,4.61,0.2017,0.1975,,,,,,,0.002569,,,,0.0030111123,,,
189506,4.7,0.2,0.205,,,,,,,0.001684,,,,0.0009137186,,,
189507,4.72,0.1983,0.2125,,,,,,,0.001573,,,,0.0008380014,,,
189508,4.79,0.1967,0.22,,,,,,,0.001809,,,,0.0005809942,,,
189509,4.82,0.195,0.2275,,,,,,,0.0022,,,,0.0020191396,,,
189510,4.75,0.1933,0.235,,,,,,,0.002613,,,,0.0009002614,,,
189511,4.59,0.1917,0.2425,,,,,,,0.003167,,,,0.0015394194,,,
189512,4.32,0.19,0.25,,,,,,,0.002687,,,,0.0145051323,,,
189601,4.27,0.1892,0.2467,,,,,,,0.003145,,,,0.0034854132,,,
189602,4.45,0.1883,0.2433,,,,,,,0.004067,,,,0.0017888725,,,
189603,4.38,0.1875,0.24,,,,,,,0.003927,,,,0.0014566434,,,
189604,4.42,0.1867,0.2367,,,,,,,0.003492,,,,0.0006532004,,,
189605,4.4,0.1858,0.2333,,,,,,,0.003528,,,,0.0010398274,,,
189606,4.32,0.185,0.23,,,,,,,0.002982,,,,0.0043587505,,,
189607,4.04,0.1842,0.2267,,,,,,,0.002776,,,,0.0076856938,,,
189608,3.81,0.1833,0.2233,,,,,,,0.003366,,,,0.0079656373,,,
189609,4.01,0.1825,0.22,,,,,,,0.005403,,,,0.004308877,,,
189610,4.1,0.1817,0.2167,,,,,,,0.005764,,,,0.0045148133,,,
189611,4.38,0.1808,0.2133,,,,,,,0.005809,,,,0.0042137166,,,
189612,4.22,0.18,0.21,,,,,,,0.00358,,,,0.0049617891,,,
189701,4.22,0.18,0.2183,,,,,,,0.002392,,,,0.0014186862,,,
189702,4.18,0.18,0.2267,,,,,,,0.002082,,,,0.0010347079,,,
189703,4.19,0.18,0.235,,,,,,,0.001853,,,,0.0019187941,,,
189704,4.06,0.18,0.2433,,,,,,,0.002097,,,,0.0020920644,,,
189705,4.08,0.18,0.2517,,,,,,,0.002244,,,,0.001085808,,,
189706,4.27,0.18,0.26,,,,,,,0.002244,,,,0.0011649759,,,
189707,4.46,0.18,0.2683,,,,,,,0.001942,,,,0.0009982965,,,
189708,4.75,0.18,0.2767,,,,,,,0.002149,,,,0.002023529,,,
189709,4.98,0.18,0.285,,,,,,,0.002385,,,,0.0031743872,,,
189710,4.82,0.18,0.2933,,,,,,,0.002665,,,,0.0034575288,,,
189711,4.65,0.18,0.3017,,,,,,,0.002731,,,,0.0031859508,,,
189712,4.75,0.18,0.31,,,,,,,0.002134,,,,0.0011967887,,,
189801,4.88,0.1817,0.3133,,,,,,,0.002163,,,,0.0020065062,,,
189802,4.87,0.1833,0.3167,,,,,,,0.002038,,,,0.0028627302,,,
189803,4.65,0.185,0.32,,,,,,,0.001942,,,,0.0109767556,,,
189804,4.57,0.1867,0.3233,,,,,,,0.003071,,,,0.0043488035,,,
189805,4.87,0.1883,0.3267,,,,,,,0.003883,,,,0.0046970238,,,
189806,5.06,0.19,0.33,,,,,,,0.003071,,,,0.0012237441,,,
189807,5.08,0.1917,0.3333,,,,,,,0.00203,,,,0.0008520289,,,
189808,5.27,0.1933,0.3367,,,,,,,0.00234,,,,0.0013010349,,,
189809,5.26,0.195,0.34,,,,,,,0.002326,,,,0.0014933782,,,
189810,5.15,0.1967,0.3433,,,,,,,0.002672,,,,0.0010858963,,,
189811,5.32,0.1983,0.3467,,,,,,,0.002156,,,,0.0007460238,,,
189812,5.65,0.2,0.35,,,,,,,0.002075,,,,0.0008304822,,,
189901,6.08,0.2008,0.3608,,,,,,,0.001875,,,,0.0017113599,,,
189902,6.31,0.2017,0.3717,,,,,,,0.00178,,,,0.0008945259,,,
189903,6.4,0.2025,0.3825,,,,,,,0.00189,,,,0.0012913102,,,
189904,6.48,0.2033,0.3933,,,,,,,0.002488,,,,0.0012558573,,,
189905,6.21,0.2042,0.4042,,,,,,,0.002363,,,,0.0050315495,,,
189906,6.07,0.205,0.415,,,,,,,0.002296,,,,0.0015474262,,,
189907,6.28,0.2058,0.4258,,,,,,,0.002082,,,,0.0008671237,,,
189908,6.44,0.2067,0.4367,,,,,,,0.00234,,,,0.0005065934,,,
189909,6.37,0.2075,0.4475,,,,,,,0.00285,,,,0.0019000421,,,
189910,6.34,0.2083,0.4583,,,,,,,0.003285,,,,0.0012869481,,,
189911,6.46,0.2092,0.4692,,,,,,,0.003469,,,,0.0009189348,,,
189912,6.02,0.21,0.48,,,,,,,0.003639,,,,0.0098848709,,,
190001,6.1,0.2175,0.48,,,,,,,0.003979,,,,0.0024324624,,,
190002,6.21,0.225,0.48,,,,,,,0.003278,,,,0.0008380407,,,
190003,6.26,0.2325,0.48,,,,,,,0.002886,,,,0.0012217033,,,
190004,6.34,0.24,0.48,,,,,,,0.003241,,,,0.0014254609,,,
190005,6.04,0.2475,0.48,,,,,,,0.002776,,,,0.0016912917,,,
190006,5.86,0.255,0.48,,,,,,,0.00237,,,,0.0015714951,,,
190007,5.86,0.2625,0.48,,,,,,,0.002355,,,,0.0012871561,,,
190008,5.94,0.27,0.48,,,,,,,0.002613,,,,0.0003048213,,,
190009,5.8,0.2775,0.48,,,,,,,0.002731,,,,0.0014458538,,,
190010,6.01,0.285,0.48,,,,,,,0.002842,,,,0.0012551927,,,
190011,6.48,0.2925,0.48,,,,,,,0.003366,,,,0.0024582298,,,
190012,6.87,0.3,0.48,,,,,,,0.002886,,,,0.0012284067,,,
190101,7.07,0.3017,0.4817,,,,,,,0.003145,,,,0.0025292517,,,
190102,7.25,0.3033,0.4833,,,,,,,0.002613,,,,0.0009435573,,,
190103,7.51,0.305,0.485,,,,,,,0.002363,,,,0.0004476118,,,
190104,8.14,0.3067,0.4867,,,,,,,0.002407,,,,0.0018041452,,,
190105,7.73,0.3083,0.4883,,,,,,,0.002569,,,,0.0151293251,,,
190106,8.5,0.31,0.49,,,,,,,0.002569,,,,0.001116634,,,
190107,7.93,0.3117,0.4917,,,,,,,0.002547,,,,0.0049890226,,,
190108,8.04,0.3133,0.4933,,,,,,,0.002813,,,,0.0013683812,,,
190109,8.0,0.315,0.495,,,,,,,0.00296,,,,0.0059129993,,,
190110,7.91,0.3167,0.4967,,,,,,,0.003285,,,,0.0009998371,,,
190111,8.08,0.3183,0.4983,,,,,,,0.003071,,,,0.0008218961,,,
190112,7.95,0.32,0.5,,,,,,,0.003123,,,,0.0012303252,,,
190201,8.12,0.3208,0.5108,,,,,,,0.003285,,,,0.0008418224,,,
